## instructions available at: https://asicseer.com/page/kb#writing-config

global custompanel JARND0bit049

global poolname1 192.168.77.12:1043
global username1 skyminer
global poolpass1 123
global sendworker1 yes
global poolname2 192.168.77.13:1043
global username2 skyminer
global poolpass2 123
global sendworker2 yes
global poolname3 91.221.41.35:7913
global username3 skyminer
global poolpass3 123
global sendworker3 yes

global asicboost yes
global autotune yes
global maxwatts 1500

global autoupdate yes
global allowed yes
global maxtemp 90
global fanspeed 95
global fansaver 65

# global retune 1
# global rebootasic 1
# global resetasic 1
# global panelpass gj83Nkgikg

# group=rowc rebootasic 1
# group=rowd allowed no

## vlans
vlan 10.0.223.93-93
vlan 10.0.223.94-94
vlan 10.0.223.138-138
vlan 10.0.223.139-139
vlan 10.0.223.140-140
vlan 10.0.223.143-143
vlan 10.0.223.145-145
vlan 10.0.223.146-146
vlan 10.0.223.147-147
vlan 10.0.223.148-148
vlan 10.0.223.150-150
vlan 10.0.223.151-151
vlan 10.0.223.153-153
vlan 10.0.223.156-156
vlan 10.0.223.157-157
vlan 10.0.223.161-161
vlan 10.0.223.162-162
vlan 10.0.223.164-164
vlan 10.0.223.165-165
vlan 10.0.223.166-166
vlan 10.0.223.168-168
vlan 10.0.223.171-171
vlan 10.0.223.172-172
vlan 10.0.223.173-173
vlan 10.0.223.174-174
vlan 10.0.223.175-175

## location
42ee1f location JARND0051
b35ae4 location JARND0052
26e08b location JARND0053
dad66c location JARND0054
839dc2 location JARND0055
555854 location JARND0056
e3d1ea location JARND0057
a8958f location JARND0058
e4b418 location JARND0059
dd84fc location JARND0060
629744 location JARND0061
4cc40a location JARND0062
cc01c8 location JARND0063
33c1ae location JARND0064
e82075 location JARND0065
d7cd4b location JARND0066
2930ca location JARND0067
676228 location JARND0068
4c6a74 location JARND0069
0365f7 location JARND0070
c813b9 location JARND0071
081c44 location JARND0072
921546 location JARND0073
68c59c location JARND0074
e75b6c location JARND0075
b425a4 location JARND0076
926679 location JARND0077
a96f80 location JARND0078
b8e1be location JARND0079
e116a2 location JARND0080
cefbab location JARND0081
313029 location JARND0082
8812ce location JARND0083
97782a location JARND0084
031b4b location JARND0085
17ba38 location JARND0086
d4f964 location JARND0087
cdb81f location JARND0088
0ae6b9 location JARND0089
1eacbd location JARND0090
f9c114 location JARND0091
f04b81 location JARND0092
405f44 location JARND0093
e943c1 location JARND0094
e1a2b1 location JARND0095
132edf location JARND0096
16c01b location JARND0097
861c69 location JARND0098
7bb0bc location JARND0099
74b647 location JARND0100
775716 location JARND0101
24f06b location JARND0102
6652f6 location JARND0103
03dc60 location JARND0104
e9c1a4 location JARND0105
1bdc6a location JARND0106
e94a20 location JARND0107
8cb63b location JARND0108
eccb56 location JARND0109
79293a location JARND0110
7604bf location JARND0111
ceba7d location JARND0112
cb59c3 location JARND0113
cb2933 location JARND0114
3e5976 location JARND0115
c81ae4 location JARND0116
112bcf location JARND0117
ad914a location JARND0118
d7a2fa location JARND0119
e0b685 location JARND0120
d3cbcd location JARND0121
af78ba location JARND0122
d681ad location JARND0123
665217 location JARND0124
ea83e9 location JARND0125
cafe14 location JARND0126
f86022 location JARND0127
ecd0c3 location JARND0128
43bb9c location JARND0129
7abb56 location JARND0130
2ab52d location JARND0131
98357a location JARND0132
8549c6 location JARND0133
136cc9 location JARND0134
6296be location JARND0135
761064 location JARND0136
2c72ed location JARND0137
9ed844 location JARND0138
ac9e3b location JARND0139
360168 location JARND0140
440f84 location JARND0141
77730e location JARND0142
1a4212 location JARND0143
0b0bff location JARND0144
937fb9 location JARND0145
3a5486 location JARND0146
72f74e location JARND0147
ce9ea0 location JARND0148
1ec256 location JARND0149
4431b9 location JARND0150
136ece location JARND0151
1c5497 location JARND0152
1815b1 location JARND0153
78f82c location JARND0154
6f32de location JARND0155
8338dc location JARND0156
850aab location JARND0157
f377cf location JARND0158
01cfe8 location JARND0159
a5e807 location JARND0160
69dd49 location JARND0161
244ed6 location JARND0162
b14209 location JARND0163
d47681 location JARND0164
9d4af9 location JARND0165
d13f5e location JARND0166
bd2d70 location JARND0167
49be6d location JARND0168
4048c1 location JARND0169
5feaaf location JARND0170
bb1d90 location JARND0171
266066 location JARND0172
8703a7 location JARND0173
78458c location JARND0174
9c7529 location JARND0175
30968e location JARND0176
8f7b97 location JARND0177
d2338b location JARND0178
79abef location JARND0179
480add location JARND0180
593230 location JARND0181
a5f77c location JARND0182
70bd72 location JARND0183
bd4186 location JARND0184
f393eb location JARND0185
3002c7 location JARND0186
49383c location JARND0187
f0f51a location JARND0188
73e1d6 location JARND0189
ae4cbd location JARND0190
6bf336 location JARND0191
5b8363 location JARND0192
e89cef location JARND0193
995d7a location JARND0194
86ed06 location JARND0195
b126f7 location JARND0196
93e5b2 location JARND0197
8d46c5 location JARND0198
7522e3 location JARND0199
f4e8ee location JARND0200
e18f8f location JARND0201
134d88 location JARND0202
6e022a location JARND0203
1e7afa location JARND0204
1f72a1 location JARND0205
287756 location JARND0206
377938 location JARND0207
c1a324 location JARND0208
6ba047 location JARND0209
06f2e0 location JARND0210

## tuning

## asic password
asicpass admin
